0,-0.073545,-0.17017,-0.12036,-0.35591,-0.12036,-0.020826,-0.63844,-0.12036,-0.099983,-0.12081,-0.025071,-0.041653,0.5999,-0.025071
0,-0.43413,0.71615,-0.13692,-0.060525,-0.13692,0.054503,-0.31307,-0.13692,-0.11374,-0.059241,0.065611,0.10901,-0.31754,0.065611
0,-0.14709,-0.34033,0.12272,-0.40881,0.12272,-0.154,-0.27506,0.12272,0.10195,-0.052048,-0.18538,-0.30799,-0.61169,-0.18538
0,-0.087101,0.14368,0.97253,-0.012143,-0.027472,0.010935,-0.062813,-0.027472,-0.022821,-0.011886,0.013164,0.02187,0.13692,0.013164
0,-0.46025,-0.30715,0.00041801,0.77109,0.00041801,-0.052188,-0.27396,0.00041801,0.00034724,-0.05184,-0.062823,-0.10438,-0.0020835,-0.062823
0,-0.087101,0.14368,-0.027472,-0.012143,0.97253,0.010935,-0.062813,-0.027472,-0.022821,-0.011886,0.013164,0.02187,0.13692,0.013164
0,-0.061094,-0.14136,0.013787,-0.045927,0.013787,0.9827,-0.030901,0.013787,0.011453,-0.0058473,-0.020826,-0.034601,-0.06872,-0.020826
0,-0.70525,-0.11627,-0.047739,-0.29602,-0.047739,-0.043423,0.56095,-0.047739,-0.039657,-0.08308,-0.052272,-0.086846,0.23794,-0.052272
0,-0.087101,0.14368,-0.027472,-0.012143,-0.027472,0.010935,-0.062813,0.97253,-0.022821,-0.011886,0.013164,0.02187,0.13692,0.013164
0,-0.072356,0.11936,-0.022821,-0.010088,-0.022821,0.0090838,-0.052179,-0.022821,0.98104,-0.0098735,0.010935,0.018168,0.11374,0.010935
0,-0.13345,-0.022001,-0.0090334,-0.056014,-0.0090334,-0.0082167,-0.08308,-0.0090334,-0.0075041,0.98428,-0.0098912,-0.016433,0.045025,-0.0098912
0,-0.073545,-0.17017,0.016597,-0.055286,0.016597,-0.020826,-0.037199,0.016597,0.013787,-0.0070389,0.97493,-0.041653,-0.082724,-0.025071
0,-0.12219,-0.28272,0.027575,-0.091854,0.027575,-0.034601,-0.061802,0.027575,0.022907,-0.011695,-0.041653,0.9308,-0.13744,-0.041653
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.073545,-0.17017,0.016597,-0.055286,0.016597,-0.020826,-0.037199,0.016597,0.013787,-0.0070389,-0.025071,-0.041653,-0.082724,0.97493
