-0.11643,-0.1564,-0.15511,-0.1059,-0.0091557,-0.005149,-0.092978,-0.15291,-0.092446,-0.14539,-0.21558,-0.79847,-0.006699,-0.14539,-0.22507,-0.18858,-0.19414,-0.14539,-0.12097
-0.052453,0.22251,-0.21719,-0.1537,-0.43976,-0.24731,0.10489,0.1147,-0.63355,0.046546,-0.074206,0.085642,-0.32176,0.046546,-0.14002,0.14145,-0.12545,0.046546,0.13647
-0.142,-0.0060282,0.30127,-0.24053,0.079678,0.04481,-0.2677,-0.087986,-0.09233,0.29721,0.091791,0.11465,0.058299,0.29721,-0.55518,-0.10851,-0.060152,0.29721,-0.34828
-0.11185,0.24994,0.12365,0.91714,-0.038286,-0.021531,-0.055251,-0.027572,-0.10878,0.042217,-0.024139,-0.091086,-0.028013,0.042217,-0.16249,-0.034004,-0.05724,0.042217,-0.071884
-0.073786,0.31301,-0.30553,-0.047478,0.85153,-0.083496,0.039502,0.039229,-0.21049,0.0094739,-0.027468,0.022847,-0.10863,0.0094739,-0.03773,0.048379,-0.041728,0.0094739,0.051393
-0.041496,0.17603,-0.17182,-0.026701,-0.083496,0.95304,0.022215,0.022061,-0.11838,0.0053279,-0.015447,0.012849,-0.061092,0.0053279,-0.021219,0.027208,-0.023467,0.0053279,0.028902
-0.062147,0.05557,0.2864,-0.050082,0.048019,0.027005,0.92659,-0.047611,0.017577,0.033792,-0.0069203,-0.097252,0.035134,0.033792,-0.12935,-0.058716,-0.029573,0.033792,-0.095512
-0.13269,-0.056569,0.14629,-0.010416,0.038969,0.021915,-0.031567,0.96309,0.037592,-0.018875,-0.025444,-0.13192,0.028513,-0.018875,-0.039586,-0.045523,-0.021872,-0.018875,-0.04107
-0.17272,0.55941,-0.26234,-0.11954,-0.2034,-0.11439,0.0036146,0.024656,0.66958,0.043674,-0.050792,-0.043543,-0.14882,0.043674,-0.16958,0.030407,-0.093036,0.043674,0.0047027
-0.15913,-0.21376,-0.21199,0.067887,-0.0061991,-0.0034863,0.066392,0.0096517,0.045132,0.90156,-0.039398,-0.095134,-0.0045358,-0.098443,0.14956,0.011903,0.0081408,-0.098443,0.086378
-0.23286,-0.0072735,-0.10205,-0.00035109,-0.034975,-0.019669,0.019344,-0.012106,-0.041224,-0.058996,0.94506,-0.1577,-0.02559,-0.058996,0.014546,-0.01493,-0.036156,-0.058996,0.025167
-0.79921,-0.19554,0.0061668,0.0006825,0.0015859,0.00089187,-0.00025944,-0.09483,0.0023837,-0.19224,-0.17762,0.38006,0.0011603,-0.19224,0.00078236,-0.11695,-0.11599,-0.19224,-0.00033754
-0.053987,0.22902,-0.22355,-0.034738,-0.10863,-0.061092,0.028902,0.028703,-0.15401,0.0069318,-0.020098,0.016717,0.92052,0.0069318,-0.027606,0.035398,-0.030531,0.0069318,0.037603
-0.15913,-0.21376,-0.21199,0.067887,-0.0061991,-0.0034863,0.066392,0.0096517,0.045132,-0.098443,-0.039398,-0.095134,-0.0045358,0.90156,0.14956,0.011903,0.0081408,-0.098443,0.086378
-0.20966,0.40369,0.40117,-0.15847,-0.017847,-0.010037,-0.1368,-0.076811,-0.14319,0.087178,-0.040196,-0.20703,-0.013058,0.087178,0.66502,-0.094728,-0.10556,0.087178,-0.17799
-0.16364,-0.069764,0.18042,-0.012846,0.048059,0.027027,-0.038931,-0.045523,0.04636,-0.023278,-0.03138,-0.16269,0.035163,-0.023278,-0.04882,0.94386,-0.026974,-0.023278,-0.05065
-0.20843,0.12021,-0.0050116,-0.041661,-0.042049,-0.023647,-0.014957,-0.021714,-0.081388,-0.017529,-0.04805,-0.14882,-0.030766,-0.017529,-0.071719,-0.02678,0.9477,-0.017529,-0.01946
-0.15913,-0.21376,-0.21199,0.067887,-0.0061991,-0.0034863,0.066392,0.0096517,0.045132,-0.098443,-0.039398,-0.095134,-0.0045358,-0.098443,0.14956,0.011903,0.0081408,0.90156,0.086378
-0.080855,0.072298,0.37261,-0.065158,0.062474,0.035134,-0.095512,-0.061943,0.022869,0.043964,-0.0090036,-0.12653,0.045711,0.043964,-0.16829,-0.076392,-0.038476,0.043964,0.87574
