-0.1017,0.049577,0.22308,-0.084378,-0.44586,-0.19174,-0.15938,-0.16623,-0.17767,-0.23724,-0.07704,-0.10588,-0.10354,-0.20215,-0.15655,-0.11454,-0.13903,-0.32202,-0.24789,-0.13903,-0.17939,-0.096727,-0.15655,-0.37284,-0.13903,-0.13903
-0.4978,0.089176,-0.51275,0.075221,-0.23998,-0.096645,-0.28456,0.14018,-0.089554,0.19655,0.06167,0.08772,0.082885,0.16182,0.12531,0.09169,0.12394,-0.086337,-0.13342,0.12394,0.15128,-0.1727,0.12531,-0.19412,0.12394,0.12394
-0.065876,-0.33482,0.0063331,0.16354,0.21433,-0.2256,-0.12602,0.013371,-0.20905,-0.11645,-0.12091,-0.051971,-0.1625,-0.31726,-0.24569,-0.17977,0.26947,0.24347,0.11916,0.26947,0.01443,-0.076485,-0.24569,-0.13854,0.26947,0.26947
-0.084357,0.041123,0.18504,0.96317,-0.04175,0.038064,0.032738,-0.017266,0.035272,-0.00037872,0.014754,-0.00016902,0.019829,0.038713,0.02998,0.021935,-0.060681,-0.051011,-0.023212,-0.060681,-0.018633,0.019869,0.02998,0.021106,-0.060681,-0.060681
-0.46289,0.2118,0.081205,-0.064893,0.77608,-0.032228,-0.042938,-0.065848,-0.029863,-0.066772,-0.0050016,-0.029801,-0.0067222,-0.013124,-0.010163,-0.0074363,-0.10692,-0.17796,-0.12449,-0.10692,-0.071061,-0.02606,-0.010163,-0.12318,-0.10692,-0.10692
-0.14365,-0.1583,-0.14821,0.0019983,-0.041249,0.92327,-0.0309,-0.051871,-0.0711,-0.098525,-0.047011,-0.043972,-0.063183,-0.12335,-0.095527,-0.069895,0.0032925,-0.022722,-0.022933,0.0032925,-0.055978,-0.018753,-0.095527,-0.093485,0.0032925,0.0032925
-0.17081,0.073993,-0.25054,0.01725,-0.08107,-0.084287,0.91732,-0.015621,-0.078103,-0.044065,-0.027657,-0.019666,-0.037171,-0.07257,-0.056199,-0.04112,0.028422,-0.035051,-0.045073,0.028422,-0.016858,-0.05018,-0.056199,-0.11722,0.028422,0.028422
-0.11521,-0.15019,0.17503,-0.041975,-0.031318,0.011573,0.048202,0.94472,0.010724,-0.066866,-0.014337,-0.029842,-0.019269,-0.037619,-0.029133,-0.021316,-0.069162,-0.048611,-0.017412,-0.069162,-0.059656,0.029254,-0.029133,-0.0011479,-0.069162,-0.069162
-0.13311,-0.14668,-0.13734,0.0018516,-0.038223,-0.0711,-0.028632,-0.048065,0.93412,-0.091296,-0.043562,-0.040746,-0.058547,-0.1143,-0.088518,-0.064767,0.0030509,-0.021055,-0.021251,0.0030509,-0.051871,-0.017377,-0.088518,-0.086626,0.0030509,0.0030509
-0.14207,-0.31583,0.16663,-0.046489,-0.022345,-0.011314,0.061644,-0.088229,-0.010484,0.87555,-0.03951,-0.055543,-0.053102,-0.10367,-0.080286,-0.058743,-0.076599,-0.04661,-0.012423,-0.076599,-0.095215,0.037413,-0.080286,-0.02039,-0.076599,-0.076599
