-0.042146,-0.063365,-0.089785,0.041831,0.038384,-0.13291,-0.0032116,-0.015293,-0.023122,0.046275,-0.96902,-0.14343,0.052538
-0.45087,-0.86035,-0.060477,-0.0943,-0.086529,-0.036827,0.0025441,0.032502,0.049141,-0.10432,0.07181,-0.039743,-0.11844
-0.10442,0.035331,-0.15828,0.19126,0.1755,-0.29682,0.65993,0.21352,0.32283,0.21157,0.13009,-0.32032,0.24021
-0.028487,-0.096684,0.20492,0.96018,-0.036535,0.049034,-0.10714,-0.031744,-0.047994,-0.044046,0.011206,0.052917,-0.050007
-0.02614,-0.088718,0.18803,-0.036535,0.96648,0.044994,-0.098311,-0.029128,-0.044039,-0.040416,0.010282,0.048556,-0.045886
-0.042462,-0.018049,-0.3163,0.056527,0.051869,0.91255,0.16654,0.051132,0.077307,0.062532,-0.070733,-0.094369,0.070996
-0.17459,0.065457,0.63739,-0.11598,-0.10643,0.17007,0.60387,-0.12778,-0.19319,-0.1283,-0.12486,0.18354,-0.14567
-0.063858,0.05973,0.1995,-0.035459,-0.032537,0.055114,-0.13073,0.95689,-0.065173,-0.039226,-0.056196,0.059478,-0.044535
-0.096548,0.090307,0.30163,-0.053611,-0.049194,0.083327,-0.19765,-0.065173,0.90146,-0.059307,-0.084964,0.089925,-0.067334
-0.031513,-0.10696,0.22669,-0.044046,-0.040416,0.054243,-0.11852,-0.035116,-0.053092,0.95128,0.012396,0.058538,-0.055319
-0.85586,0.44093,-0.12104,0.023433,0.021503,-0.033847,-0.17416,-0.080985,-0.12244,0.025923,0.039129,-0.036527,0.029431
-0.045825,-0.019478,-0.34134,0.061003,0.055976,-0.094369,0.17973,0.05518,0.083428,0.067483,-0.076333,0.89816,0.076617
-0.035778,-0.12143,0.25737,-0.050007,-0.045886,0.061585,-0.13456,-0.039869,-0.060278,-0.055319,0.014074,0.066461,0.93719
