0,0.17214,-0.98272,-0.017279,-0.017279,-0.014354,-0.017279,-0.017279,-0.028707,-0.037928,-0.012643,-0.014354,-0.017279,-0.017279
0,0.715,0.17214,-0.17214,-0.17214,-0.143,-0.17214,-0.17214,-0.286,-0.37786,-0.12595,-0.143,-0.17214,-0.17214
-1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.17214,0.017279,0.98272,-0.017279,-0.014354,-0.017279,-0.017279,-0.028707,-0.037928,-0.012643,-0.014354,-0.017279,-0.017279
0,0.17214,0.017279,-0.017279,0.98272,-0.014354,-0.017279,-0.017279,-0.028707,-0.037928,-0.012643,-0.014354,-0.017279,-0.017279
0,0.143,0.014354,-0.014354,-0.014354,0.98808,-0.014354,-0.014354,-0.023847,-0.031507,-0.010502,-0.011924,-0.014354,-0.014354
0,0.17214,0.017279,-0.017279,-0.017279,-0.014354,0.98272,-0.017279,-0.028707,-0.037928,-0.012643,-0.014354,-0.017279,-0.017279
0,0.17214,0.017279,-0.017279,-0.017279,-0.014354,-0.017279,0.98272,-0.028707,-0.037928,-0.012643,-0.014354,-0.017279,-0.017279
0,0.286,0.028707,-0.028707,-0.028707,-0.023847,-0.028707,-0.028707,0.95231,-0.063013,-0.021004,-0.023847,-0.028707,-0.028707
0,0.37786,0.037928,-0.037928,-0.037928,-0.031507,-0.037928,-0.037928,-0.063013,0.91675,-0.027751,-0.031507,-0.037928,-0.037928
0,0.12595,0.012643,-0.012643,-0.012643,-0.010502,-0.012643,-0.012643,-0.021004,-0.027751,0.99075,-0.010502,-0.012643,-0.012643
0,0.143,0.014354,-0.014354,-0.014354,-0.011924,-0.014354,-0.014354,-0.023847,-0.031507,-0.010502,0.98808,-0.014354,-0.014354
0,0.17214,0.017279,-0.017279,-0.017279,-0.014354,-0.017279,-0.017279,-0.028707,-0.037928,-0.012643,-0.014354,0.98272,-0.017279
0,0.17214,0.017279,-0.017279,-0.017279,-0.014354,-0.017279,-0.017279,-0.028707,-0.037928,-0.012643,-0.014354,-0.017279,0.98272
