-0.11632,-0.069819,0.0052687,-0.14573,-0.68275,0.027123,-0.36102,-0.016026,-0.29463,-0.080129,-0.51901,-0.016026
-0.1907,0.17134,0.28148,-0.06062,-0.03325,-0.13118,-0.13626,-0.16578,0.13285,-0.82891,0.23403,-0.16578
-0.14319,0.12463,-0.015722,-0.062057,0.079389,-0.16345,-0.8214,0.062858,0.18829,0.31429,0.33168,0.062858
-0.1253,0.10906,-0.013758,0.97541,-0.095281,-0.0055439,-0.08318,-0.0050047,-0.031569,-0.025023,-0.055612,-0.0050047
-0.37953,0.37839,-0.42666,-0.088315,0.52119,0.046761,-0.092818,-0.025762,-0.23291,-0.12881,-0.41029,-0.025762
-0.096123,0.032818,0.18273,-0.0089894,0.034315,0.96379,-0.12616,-0.0016384,0.049738,-0.008192,0.087618,-0.0016384
-0.26828,0.6956,0.44551,-0.092795,-0.20193,-0.089377,0.28316,0.063267,0.003596,0.31633,0.0063347,0.063267
-0.15897,-0.095423,0.0072008,-0.0049994,-0.0057932,-0.011504,0.035788,0.96738,0.012186,-0.16311,0.021467,-0.032621
-0.039171,0.12526,-0.35082,-0.025392,-0.22236,0.055554,0.085769,-0.0055106,0.85754,-0.027553,-0.25096,-0.0055106
-0.79486,-0.47712,0.036004,-0.024997,-0.028966,-0.057522,0.17894,-0.16311,0.060932,0.18447,0.10734,-0.16311
-0.069003,0.22065,-0.618,-0.044731,-0.3917,0.097863,0.15109,-0.0097074,-0.25096,-0.048537,0.55792,-0.0097074
-0.15897,-0.095423,0.0072008,-0.0049994,-0.0057932,-0.011504,0.035788,-0.032621,0.012186,-0.16311,0.021467,0.96738
