-0.00082846,-0.0026694,-0.0014129,0.0031245,0.0013511,-0.0012419,-0.00075709,-0.0026211,-0.00023813,-0.00079511,-0.0011106,-0.0012852,-0.0011516,-0.00023813,-0.0014028,-0.0026571,-0.0047344,-0.0011106,-0.0016885,-0.00024851,-0.0017364,-0.0012508,-0.00023459,-0.0047758,-0.004694,-0.00076222,-0.00080396,-0.00080098,-0.00082846,0.0031245,-0.047411,-0.0013027,-0.0013968,0.00072202,-0.0017364,-0.0017364,6.3914e-05,-0.0036176,-0.0011106,6.5435e-05,-0.00075763,-0.002734,6.2262e-05,-0.0012787,6.441e-05,-0.0012646,-0.0013259,-0.00092628,0.0025538,6.2955e-05,6.1812e-05,0.00059995,-0.00076222,-0.0011437,-0.14324,-0.015724,-0.0017931,-0.0027075,-0.0014391,0.83624,-0.00024185,-0.0013073,0.0038921,-0.00092628,-0.00080781,0.00060216,0.0011007,-0.52676
-0.00029224,-0.0022729,0.0063915,-0.0033845,-0.0019435,0.0053502,0.0032545,-0.0022318,1.5535e-05,0.0034179,-0.0012373,-0.0011371,0.0053186,1.5535e-05,0.0063459,-0.0022624,-0.0046235,-0.0012373,-0.001868,1.6212e-05,-0.0019211,0.0053887,1.5304e-05,-0.0046639,-0.0045841,0.0032766,0.003456,0.0034432,-0.00029224,-0.0033845,0.039085,-0.0021946,-0.0013897,-0.0028455,-0.0019211,-0.0019211,-0.00334,-0.0033283,-0.0012373,-0.0034195,0.0033277,-0.0023279,-0.0032537,0.0055089,-0.0033659,0.0054479,-0.0022337,0.0040351,-0.0039933,-0.0032899,-0.0032302,-0.0026546,0.0032766,0.0052822,0.73251,0.057458,-0.0019838,-0.0023054,0.0065097,-0.26376,1.5778e-05,-0.0022023,-0.0026207,0.0040351,-0.00028495,-0.0026644,-0.0035053,-0.62316
0.0048432,0.0044415,-0.00077086,-0.001349,-0.00077662,0.00014472,5.3084e-05,0.0043611,0.0022921,5.5749e-05,-0.00050503,0.0018805,-0.00087479,0.0022921,-0.00076535,0.004421,0.0032625,-0.00050503,-0.0007449,0.002392,-0.00076604,0.00014576,0.002258,0.003291,0.0032347,5.3443e-05,5.637e-05,5.6161e-05,0.0048432,-0.001349,0.90011,-0.00077907,-0.00034669,-0.001113,-0.00076604,-0.00076604,-0.0012271,0.0039716,-0.00050503,-0.0012562,-0.00015422,0.0045489,-0.0011953,0.00014902,-0.0012366,0.00014736,-0.00079294,-7.4174e-05,-0.0015976,-0.0012086,-0.0011867,-0.00095082,5.3443e-05,-0.0008688,-0.31874,0.037091,-0.00079104,0.004505,-0.00078512,-0.15873,0.0023279,-0.00078179,-0.0011584,-7.4174e-05,0.0047225,-0.00095431,-0.0013229,-0.24771
-0.00062793,-0.00093184,0.016291,0.00020855,6.1035e-05,0.023781,0.011739,-0.00091498,-0.00033283,0.012328,-0.00023111,-0.00052366,0.014153,-0.00033283,0.016174,-0.00092754,-0.0015475,-0.00023111,-0.00029787,-0.00034734,-0.00030633,0.023952,-0.00032789,-0.001561,-0.0015343,0.011818,0.012465,0.012419,-0.00062793,0.00020855,-0.24839,0.00027094,0.00087366,7.7794e-05,-0.00030633,-0.00030633,0.00041984,-0.0010949,-0.00023111,0.00042982,0.0097858,-0.00095438,0.00040898,0.024487,0.00042309,0.024215,0.00027576,0.013774,9.1528e-05,0.00041354,0.00040602,0.00052088,0.011818,0.014056,-0.32376,0.85786,-0.00031632,-0.00094516,0.016592,-0.19847,-0.00033803,0.00027189,-0.00027159,0.013774,-0.00061228,0.00052279,0.00037008,-0.2308
-0.026038,-0.04107,-0.11102,-0.064432,-0.033541,-0.10259,-0.092724,-0.040326,-0.0088923,-0.09738,-0.0057623,-0.015005,-0.040296,-0.0088923,-0.11023,-0.04088,-0.04445,-0.0057623,-0.0096013,-0.0092798,-0.0098737,-0.10333,-0.0087601,-0.044839,-0.044071,-0.093353,-0.098464,-0.098099,-0.026038,-0.064432,0.30029,-0.035553,-0.044549,-0.044608,-0.0098737,-0.0098737,-0.06102,-0.046224,-0.0057623,-0.062472,-0.086156,-0.042063,-0.059443,-0.10564,-0.061494,-0.10447,-0.036186,-0.099481,-0.067077,-0.060105,-0.059013,-0.056653,-0.093353,-0.04002,0.41703,0.46336,-0.010196,-0.041656,-0.11308,0.34597,-0.0090312,-0.035677,-0.039949,-0.099481,-0.025389,-0.056861,-0.065001,0.39986
0.031887,0.049903,-0.1905,0.18759,0.097411,-0.18333,-0.15514,0.049,0.01021,-0.16293,0.016288,0.014501,-0.076686,0.01021,-0.18914,0.049673,0.050064,0.016288,0.0066059,0.010655,0.0067934,-0.18465,0.010058,0.050502,0.049637,-0.15619,-0.16475,-0.16414,0.031887,0.18759,-0.051226,0.10124,0.12617,0.12872,0.0067934,0.0067934,0.17526,0.053251,0.016288,0.17943,-0.14397,0.05111,0.17073,-0.18877,0.17662,-0.18668,0.10304,-0.16795,0.19505,0.17263,0.16949,0.16284,-0.15619,-0.076161,-0.053988,-0.017143,0.0070151,0.050616,-0.19402,-0.066248,0.010369,0.10159,0.11825,-0.16795,0.031092,0.16344,0.18748,-0.078638
0.14261,0.25804,-0.055763,-0.11555,-0.060999,-0.053958,-0.045356,0.25337,0.040779,-0.047634,-0.015324,0.074634,-0.022352,0.040779,-0.055365,0.25685,0.29308,-0.015324,0.053467,0.042556,0.054984,-0.054346,0.040173,0.29565,0.29058,-0.045663,-0.048164,-0.047985,0.14261,-0.11555,-0.043632,-0.067406,-0.07883,-0.082926,0.054984,0.054984,-0.1122,0.28647,-0.015324,-0.11487,-0.042115,0.26428,-0.1093,-0.055559,-0.11307,-0.054943,-0.068606,-0.049122,-0.1228,-0.11052,-0.10851,-0.10188,-0.045663,-0.022199,-0.033293,-0.022296,0.056779,0.26172,-0.056795,-0.024782,0.041416,-0.067641,-0.072229,-0.049122,0.13906,-0.10225,-0.11834,-0.044791
-0.00046294,-0.00091935,0.22343,-0.00048177,-0.00024302,0.20338,-0.22794,-0.00090271,-7.2162e-05,-0.23939,-1.5948e-05,0.00063747,0.31903,-7.2162e-05,0.22183,-0.0009151,-0.00024026,-1.5948e-05,0.0011523,-7.5307e-05,0.001185,0.20484,-7.109e-05,-0.00024236,-0.00023821,-0.22949,-0.24206,-0.24116,-0.00046294,-0.00048177,-0.00035513,-0.00023234,-0.00031178,-0.00030882,0.001185,0.001185,-0.00042335,-0.0002471,-1.5948e-05,-0.00043342,-0.20742,-0.00094158,-0.00041241,0.20941,-0.00042663,0.20709,-0.00023648,-0.22589,-0.0004879,-0.000417,-0.00040942,-0.00040469,-0.22949,0.31685,-0.005779,-0.019472,0.0012236,-0.00093249,0.22756,-0.00043792,-7.3289e-05,-0.00023315,-0.00031042,-0.22589,-0.0004514,-0.00040617,-0.00046447,-0.00049515
-0.08529,-0.15351,-0.013811,-0.0037624,-0.0034364,-0.013811,-0.0097292,-0.15073,-0.016357,-0.010218,-0.0069697,0.22051,-0.0057572,-0.016357,-0.013712,-0.1528,0.075624,-0.0069697,0.38435,-0.01707,0.39526,-0.01391,-0.016114,0.076286,0.074979,-0.0097951,-0.010332,-0.010293,-0.08529,-0.0037624,-0.0088576,-0.0092043,-0.0060991,-0.0073876,0.39526,0.39526,-0.010253,0.069328,-0.0069697,-0.010497,-0.0091325,-0.15722,-0.009988,-0.014221,-0.010333,-0.014063,-0.0093682,-0.010606,-0.0072522,-0.010099,-0.0099157,-0.0066135,-0.0097951,-0.0057178,-0.017027,-0.014134,0.40816,-0.1557,-0.014066,-0.014585,-0.016613,-0.0092365,-0.00041044,-0.010606,-0.083164,-0.0066378,-0.0077043,-0.022141
-0.0068342,0.0044135,0.0053831,0.35782,-0.045619,0.0057929,0.004246,0.0043336,-0.0049727,0.0044592,-0.071967,-0.0075979,0.0014414,-0.0049727,0.0053446,0.0043931,0.0080094,-0.071967,-0.0040844,-0.0051894,-0.0042003,0.0058346,-0.0048988,0.0080795,0.0079411,0.0042748,0.0045089,0.0044921,-0.0068342,0.35782,0.00582,-0.1233,-0.18565,0.19106,-0.0042003,-0.0042003,-0.18254,0.00202,-0.071967,-0.18688,0.0040531,0.0045202,-0.17782,0.0059648,-0.18395,0.0058987,-0.12549,0.0045858,0.32023,-0.1798,-0.17653,-0.14298,0.0042748,0.0014315,0.007957,0.0067309,-0.0043374,0.0044765,0.0054826,0.0010148,-0.0050503,-0.12373,0.45985,0.0045858,-0.0066639,-0.1435,0.23558,0.0095939
