0.00030296,0.0030046,0.0010896,-0.0046596,-0.00059011,-0.00010501,-0.0046263,0.0029502,-0.0030847,0.00029986,-0.0020189,0.00030616,-0.0040991,0.00029986,0.0017858,-0.0048968,0.0029907,0.0028988,0.00031293,-0.0046596,0.00088363,0.0029241,0.0011419,0.0028741,-0.0019354,-0.0020414,0.0031378,-0.0020338,-0.00059011,-0.0010592,-0.14513,0.00073881,-0.00056598,-0.0010198,0.0010896,5.5646e-05,0.002977,0.0017193,0.0035874,0.00098779,-0.00093668,-0.0026183,0.0017858,0.0017193,0.0017193,0.0017858,0.0014718,-0.00095811,-0.0042394,5.4207e-05,0.0035312,-0.0047108,0.00075196,0.0010896,0.0010896,-0.0021704,3.3092e-05,0.0033887,-0.00058779,0.0011419,3.2728e-05,-0.0019354,-0.0036135,-0.33646,-0.069777,-0.0047458,0.0014576,-0.35128,0.00074139,0.0010896,0.00030454,-0.00059011,0.0010896,-0.0026927,3.2848e-05,0.0036478,0.85853,-0.00057659
-0.00023991,-0.00016324,-1.3782e-05,-0.0064723,0.0052758,0.0050104,-0.0064261,-0.00016029,-0.0045922,-0.00023746,-0.0028182,-0.00024245,-0.0059497,-0.00023746,9.2158e-05,-0.0067079,-0.00016249,-0.00015749,-0.00024781,-0.0064723,-0.00024137,-0.00015887,-1.4443e-05,-0.00015615,-0.0027016,-0.0028495,-7.9629e-05,-0.002839,0.0052758,0.0021902,-0.19819,0.0039674,0.0050601,0.0021086,-1.3782e-05,0.0044914,-0.00016174,8.8726e-05,0.0036908,-1.2494e-05,0.0019368,-0.0039145,9.2158e-05,8.8726e-05,8.8726e-05,9.2158e-05,-0.00024881,-0.0014973,-0.0057975,0.0043753,0.003633,-0.0065434,0.004038,-1.3782e-05,-1.3782e-05,-0.0030049,0.00505,0.0034864,0.0052551,-1.4443e-05,0.0049944,-0.0027016,-0.005218,-0.54949,-0.068541,-0.006592,-0.00024641,0.80479,0.0039813,-1.3782e-05,-0.00024117,0.0052758,-1.3782e-05,-0.0038211,0.0050127,-8.5084e-05,0.074475,0.0051549
0.001055,0.00099143,0.00010435,-0.0044655,-0.00063458,-0.00063351,-0.0044336,0.00097349,-0.0034381,0.0010442,-0.0019618,0.0010662,-0.004337,0.0010442,-0.00014154,-0.0045454,0.00098685,0.00095652,0.0010898,-0.0044655,0.0010851,0.00096489,0.00010936,0.00094836,-0.0018806,-0.0019836,0.00082579,-0.0019763,-0.00063458,-0.00022007,0.88661,-0.00055595,-0.00060863,-0.00021188,0.00010435,-0.00056079,0.00098233,-0.00013627,-0.00070845,9.4607e-05,-0.00019461,-0.0029433,-0.00014154,-0.00013627,-0.00013627,-0.00014154,0.0011414,-0.0011838,-0.0039174,-0.00054629,-0.00069735,-0.0045145,-0.00056585,0.00010435,0.00010435,-0.0020682,-0.00063167,-0.00066922,-0.00063209,0.00010936,-0.00062471,-0.0018806,-0.0037802,-0.44954,-0.020501,-0.0045481,0.0011304,-0.084842,-0.0005579,0.00010435,0.0010606,-0.00063458,0.00010435,-0.0027135,-0.00062701,0.00086154,-0.062974,-0.00062005
-0.0001665,-0.00042193,-1.8764e-05,0.012194,-0.000135,-0.00012757,0.012106,-0.00041429,0.0027837,-0.00016479,0.0044726,-0.00016826,0.0055059,-0.00016479,-0.0002723,0.014452,-0.00041998,-0.00040707,-0.00017198,0.012194,-0.00017248,-0.00041063,-1.9665e-05,-0.0004036,0.0042876,0.0045224,-0.00070949,0.0045057,-0.000135,-0.0004169,-0.18983,-6.0334e-05,-0.00012948,-0.00040137,-1.8764e-05,0.00041425,-0.00041806,-0.00026216,0.00010384,-1.7011e-05,-0.00036867,0.002198,-0.0002723,-0.00026216,-0.00026216,-0.0002723,-0.00018261,-0.00086515,0.012939,0.00040354,0.00010222,0.012327,-6.1408e-05,-1.8764e-05,-1.8764e-05,0.005457,0.00036956,9.8095e-05,-0.00013447,-1.9665e-05,0.00036549,0.0042876,0.0054181,-0.35344,0.87593,0.012419,-0.00018084,-0.19598,-6.0544e-05,-1.8764e-05,-0.00016737,-0.000135,-1.8764e-05,0.0049854,0.00036684,-0.00070193,-0.17896,-0.00013191
-0.0069353,-0.020103,-0.010889,-0.052891,-0.10367,-0.10539,-0.052514,-0.019739,-0.024354,-0.0068644,-0.026979,-0.0070087,-0.046558,-0.0068644,-0.0035448,-0.057924,-0.02001,-0.019395,-0.0071636,-0.052891,-0.012641,-0.019565,-0.011412,-0.01923,-0.025863,-0.027279,-0.005386,-0.027178,-0.10367,-0.0056785,0.28269,-0.095675,-0.099435,-0.005467,-0.010889,-0.13592,-0.019919,-0.0034128,-0.13968,-0.0098723,-0.0050215,-0.018957,-0.0035448,-0.0034128,-0.0034128,-0.0035448,-0.01852,-0.010432,-0.048364,-0.13241,-0.1375,-0.053472,-0.097378,-0.010889,-0.010889,-0.027988,-0.14527,-0.13195,-0.10327,-0.011412,-0.14367,-0.025863,-0.041002,0.42337,0.4013,-0.05387,-0.018341,0.36387,-0.096009,-0.010889,-0.0069717,-0.10367,-0.010889,-0.033674,-0.1442,-0.011131,0.39445,-0.1013
0.011398,0.039959,0.020323,0.22971,-0.12595,-0.1332,0.22807,0.039236,0.090291,0.011282,0.09872,0.011519,0.19097,0.011282,-0.0018763,0.24886,0.039775,0.038552,0.011773,0.22971,0.022086,0.038889,0.021299,0.038223,0.094637,0.099819,0.016249,0.099449,-0.12595,-0.0055825,-0.069724,-0.11573,-0.1208,-0.0053746,0.020323,-0.17118,0.039592,-0.0018064,-0.18017,0.018425,-0.0049366,0.070187,-0.0018763,-0.0018064,-0.0018064,-0.0018763,0.033058,0.035646,0.21534,-0.16675,-0.17734,0.23224,-0.11779,0.020323,0.020323,0.10884,-0.18309,-0.17019,-0.12545,0.021299,-0.18107,0.094637,0.17098,-0.12504,-0.12878,0.23396,0.032739,-0.071171,-0.11613,0.020323,0.011458,-0.12595,0.020323,0.12828,-0.18173,0.026816,-0.087112,-0.12306
0.064069,0.25035,0.13643,-0.13745,-0.040938,-0.049237,-0.13647,0.24582,-0.034334,0.063414,-0.04196,0.064747,-0.10757,0.063414,-0.0048801,-0.14566,0.2492,0.24154,0.066178,-0.13745,0.13612,0.24365,0.14298,0.23948,-0.040224,-0.042427,0.073714,-0.04227,-0.040938,0.0008055,-0.061483,-0.040737,-0.039264,0.0007755,0.13643,-0.062885,0.24806,-0.0046984,-0.078975,0.12368,0.00071231,-0.025328,-0.0048801,-0.0046984,-0.0046984,-0.0048801,0.20978,-0.013861,-0.13293,-0.06126,-0.077738,-0.13896,-0.041462,0.13643,0.13643,-0.053376,-0.067209,-0.074602,-0.040777,0.14298,-0.066469,-0.040224,-0.098969,-0.072685,-0.05657,-0.13999,0.20775,-0.06622,-0.040879,0.13643,0.064405,-0.040938,0.13643,-0.060932,-0.066713,0.14553,-0.086153,-0.04
0.0020637,-0.043288,-0.034781,-0.14638,0.15092,-0.061013,-0.14533,-0.042504,0.26249,0.0020426,0.21101,0.0020855,-0.024094,0.0020426,0.012203,-0.10483,-0.043087,-0.041763,0.0021316,-0.14638,-0.016765,-0.042129,-0.036451,-0.041407,0.20228,0.21336,0.015538,0.21257,0.15092,0.023511,-0.031877,0.13556,0.14475,0.022635,-0.034781,-0.13987,-0.04289,0.011749,-0.2059,-0.031532,0.020791,0.22661,0.012203,0.011749,0.011749,0.012203,-0.035542,0.093063,-0.20056,-0.13626,-0.20267,-0.14798,0.13798,-0.034781,-0.034781,0.11884,-0.13915,-0.1945,0.15033,-0.036451,-0.13762,0.20228,-0.065425,-0.047313,-0.035932,-0.14908,-0.035198,-0.041601,0.13604,-0.034781,0.0020745,0.15092,-0.034781,0.16957,-0.13813,-0.0036262,-0.040687,0.14747
0.0010446,-0.012397,-0.0086848,-0.1066,-0.22304,0.030262,-0.10584,-0.012173,0.23357,0.001034,0.19002,0.0010557,-0.0048874,0.001034,0.015861,-0.069165,-0.01234,-0.011961,0.001079,-0.1066,-0.0036701,-0.012065,-0.0091018,-0.011859,0.18216,0.19213,-0.00065889,0.19142,-0.22304,-0.029873,-0.011263,-0.18719,-0.21392,-0.02876,-0.0086848,0.11534,-0.012283,0.01527,0.213,-0.0078736,-0.026417,0.20097,0.015861,0.01527,0.01527,0.015861,-0.0083588,0.083019,-0.15441,0.11235,0.20966,-0.10777,-0.19052,-0.0086848,-0.0086848,0.11153,0.10948,0.20121,-0.22216,-0.0091018,0.10827,0.18216,-0.042198,-0.018182,-0.011969,-0.10858,-0.008278,-0.008861,-0.18784,-0.0086848,0.0010501,-0.22304,-0.0086848,0.15678,0.10867,-0.0053312,-0.016231,-0.21793
-0.0048609,-0.012285,0.0050951,-0.0073705,-0.051598,-0.13327,-0.0073178,-0.012062,-0.033672,-0.0048112,-0.02966,-0.0049123,-0.01509,-0.0048112,0.34652,-0.013261,-0.012228,-0.011852,-0.0050209,-0.0073705,-0.001989,-0.011956,0.0053397,-0.011751,-0.028434,-0.029991,-0.04524,-0.029879,-0.051598,-0.090995,-0.016173,0.15011,-0.049488,-0.087606,0.0050951,-0.11806,-0.012172,0.33361,0.1613,0.0046192,-0.080468,-0.028285,0.34652,0.33361,0.33361,0.34652,0.0007617,-0.012141,-0.00089244,-0.11501,0.15877,-0.0074514,0.15278,0.0050951,0.0050951,-0.021715,-0.14711,0.15237,-0.051395,0.0053397,-0.14549,-0.028434,-0.0091476,-0.022473,-0.019376,-0.0075068,0.00075434,-0.017206,0.15063,0.0050951,-0.0048864,-0.051598,0.0050951,-0.028333,-0.14602,-0.041361,-0.027656,-0.050416
