0.0015962,0.00089509,-0.0011712,-0.0068503,-0.0069715,-0.00032268,-0.0017086,-0.0034379,-0.0019893,0.0018715,0.0018394,0.0013979,-0.0012227,-0.0051192,-0.00096238,-0.0011039,-0.0003124,0.0045924,-0.46679,0.0068302,-0.00068265,0.0060027,-0.0011752,0.0011352,0.0019053,0.0016882,-0.0064622,0.00081099,-0.0027979,-0.0010704,-0.0055899,-0.0062994,0.0030613,-0.00096238,0.001941,0.006234,-0.00096238,0.0012188,-0.0074233,-0.31516,0.0013979,-0.0011712,-0.001593,0.0011352,-0.0011752,0.0011352,-0.0054646,-0.0016226,0.0012233,0.0061152,0.0019229,-0.0003124,0.0011352,-0.006231,0.0045924,-0.0017086,-0.00096238,-0.0056385,-0.0055104,-0.0026824,-0.001645,-0.0045436,-0.0015117,-0.0003157,-0.0011712,-0.0012879,0.0017859,0.00089509,0.0018552,-0.0011866,-0.0011712,-0.006231,-0.0017906,-0.0054646,-0.0011712,-0.001645,-0.0054443,0.00081099,0.00081099,-0.00081908,0.00089509,-0.00096238,0.0019705,0.0032884,0.00089509,0.0021707,0.0026178,-0.0011492,0.0075437,-0.0011353,0.0017859,-0.001297,0.0011352,0.0007269,0.0011352,-0.0053775,0.0025123,-0.001297,-0.00096238,-0.0043557,-0.092151,-0.0018349,-0.00096238,-0.0011752,-0.0027709,-0.0063462,0.0068541,-0.020515,-0.00031403,0.0049676,0.00070068,0.8202
-0.0012762,0.00089207,-0.0020351,-0.010357,-0.010541,0.0035621,-0.0028767,0.0067046,-0.0033347,0.00069046,0.00067863,0.00022075,-0.0021246,-0.0077066,-0.0011678,-0.0017616,0.0034486,-0.00049559,0.79317,0.00021545,-0.00063468,-6.0702e-05,-0.0018753,0.00017927,0.00070294,0.00081931,-0.0098874,0.00080826,0.005521,-0.0017956,-0.0078852,-0.0093872,0.00065128,-0.0011678,-0.0015335,-6.3042e-05,-0.0011678,-0.0015967,-0.011364,-0.54912,0.00022075,-0.0020351,-0.002682,0.00017927,-0.0018753,0.00017927,-0.0080623,-0.0023251,-0.0016025,-6.184e-05,0.00070945,0.0034486,0.00017927,-0.0092852,-0.00049559,-0.0028767,-0.0011678,-0.0081764,-0.0082729,0.0052931,-0.0027695,-0.0066983,0.0034698,0.0034851,-0.0020351,0.0031711,0.00044217,0.00089207,0.00068447,0.0056918,-0.0020351,-0.0092852,-0.0030148,-0.0080623,-0.0020351,-0.0027695,-0.0080324,0.00080826,0.00080826,-0.00099389,0.00089207,-0.0011678,-0.0015569,-0.00033355,0.00089207,-0.001237,-0.00093354,-0.0019969,0.00079801,-0.0011099,0.00044217,-0.0020698,0.00017927,0.00072445,0.00017927,-0.0078757,-0.00089589,-0.0020698,-0.0011678,-0.0064212,-0.12075,-0.0026292,-0.0011678,-0.0018753,0.0054676,-0.009457,0.0002162,-0.050697,0.0034667,-0.00014678,0.0038505,0.22443
0.022331,-0.00056129,-0.0020576,-0.0010066,-0.0010244,-0.00087673,-0.0025688,-0.0016484,-0.0027439,-0.00053029,-0.00052121,8.8156e-05,-0.0021481,-0.00019111,0.0020101,-0.00097558,-0.00084879,0.020103,-0.21225,0.017613,0.005478,0.018631,-0.0010386,7.1591e-05,-0.00053988,-0.00034835,-0.0015566,-0.00050856,-0.001376,-0.0015664,0.0035636,0.00015867,-0.0006056,0.0020101,0.02596,0.019349,0.0020101,0.024973,-0.0020889,-0.52945,8.8156e-05,-0.0020576,-0.002395,7.1591e-05,-0.0010386,7.1591e-05,0.00082168,0.00062033,0.025065,0.01898,-0.00054488,-0.00084879,7.1591e-05,0.00015694,0.020103,-0.0025688,0.0020101,0.0018786,-9.6497e-05,-0.0013191,-0.0024731,0.00099804,-0.00077325,-0.00085777,-0.0020576,-0.00048421,-0.00064944,-0.00056129,-0.00052569,-0.0016404,-0.0020576,0.00015694,-0.0026921,0.00082168,-0.0020576,-0.0024731,0.00081863,-0.00050856,-0.00050856,0.0017107,-0.00056129,0.0020101,0.026356,0.013836,-0.00056129,0.02192,0.019689,-0.002019,0.012122,0.011131,-0.00064944,-0.0011463,7.1591e-05,-0.00045583,7.1591e-05,0.0012368,0.018895,-0.0011463,0.0020101,0.00095676,0.15981,0.00070148,0.0020101,-0.0010386,-0.0013627,0.00015985,0.017674,0.74673,-0.00085324,0.017092,-0.0010351,-0.28925
-0.011086,0.00010994,-0.0017685,0.018373,0.018698,0.00036482,-0.0021672,-0.00038877,-0.0014259,0.00043566,0.0004282,0.00071011,-0.0018462,0.016227,0.0085225,0.00035812,0.00035319,-0.0098567,-0.086409,-0.0091958,-0.0017925,-0.0094282,0.00038125,0.00057668,0.00044354,0.00060376,0.01648,9.9614e-05,-0.00032784,-0.0012591,0.027514,0.020054,0.00079642,0.0085225,-0.012224,-0.0097916,0.0085225,-0.011908,0.017311,-0.30436,0.00071011,-0.0017685,-0.0020205,0.00057668,0.00038125,0.00057668,0.019528,0.0064226,-0.011952,-0.009605,0.00044764,0.00035319,0.00057668,0.019836,-0.0098567,-0.0021672,0.0085225,0.022872,0.017585,-0.00031431,-0.0020865,0.017937,-1.7943e-05,0.00035693,-0.0017685,0.00024916,0.00018326,0.00010994,0.00043188,8.0106e-05,-0.0017685,0.019836,-0.0022713,0.019528,-0.0017685,-0.0020865,0.019456,9.9614e-05,9.9614e-05,0.0072534,0.00010994,0.0085225,-0.01241,-0.006595,0.00010994,-0.0097915,-0.0091518,-0.0017353,-0.0068158,-0.0048783,0.00018326,0.00042078,0.00057668,8.9284e-05,0.00057668,0.020376,-0.0087826,0.00042078,0.0085225,0.017195,0.82849,0.0072628,0.0085225,0.00038125,-0.00032468,0.020203,-0.0092279,-0.44449,0.00035504,-0.0088716,0.00070392,-0.080823
-0.090016,-0.0060618,-0.0014744,-0.035613,-0.036243,-0.028312,-0.010359,-0.01105,-0.0079929,-0.018452,-0.018135,-0.0297,-0.0015393,-0.016414,-0.0049744,-0.0084334,-0.027409,-0.1191,0.25397,-0.11395,-0.044478,-0.11836,-0.0089779,-0.024119,-0.018785,-0.026329,-0.023401,-0.0054923,-0.0080847,-0.0070074,-0.02705,-0.032059,-0.032535,-0.0049744,-0.12979,-0.12292,-0.0049744,-0.11247,-0.03615,0.38611,-0.0297,-0.0014744,-0.0096577,-0.024119,-0.0089779,-0.024119,-0.024635,-0.010688,-0.11288,-0.12058,-0.018959,-0.027409,-0.024119,-0.03171,-0.1191,-0.010359,-0.0049744,-0.028138,-0.019526,-0.0077509,-0.0099729,-0.012294,-0.012814,-0.027699,-0.0014744,-0.023334,-0.006925,-0.0060618,-0.018291,-0.024146,-0.0014744,-0.03171,-0.010856,-0.024635,-0.0014744,-0.0099729,-0.024544,-0.0054923,-0.0054923,-0.0042337,-0.0060618,-0.0049744,-0.13176,-0.090032,-0.0060618,-0.13444,-0.11483,-0.0014468,-0.090917,-0.048055,-0.006925,-0.0099089,-0.024119,-0.0049228,-0.024119,-0.024608,-0.11019,-0.0099089,-0.0049744,-0.011786,0.43121,-0.012087,-0.0049744,-0.0089779,-0.0080066,-0.032297,-0.11434,0.44868,-0.027553,-0.094659,-0.042405,0.35906
0.12723,-0.019862,-0.00055343,-0.14242,-0.14494,-0.10045,-0.026114,-0.036599,-0.02001,-0.070058,-0.068859,-0.11023,-0.00057776,-0.066163,-0.012488,-0.024995,-0.097253,0.16845,0.088594,0.16609,0.054746,0.17013,-0.026609,-0.089515,-0.071325,-0.095777,-0.086022,-0.017996,-0.019418,-0.021307,-0.1188,-0.13537,-0.12622,-0.012488,0.17804,0.17668,-0.012488,0.15468,-0.14174,0.1472,-0.11023,-0.00055343,-0.024347,-0.089515,-0.026609,-0.089515,-0.097959,-0.030059,0.15525,0.17332,-0.071986,-0.097253,-0.089515,-0.1339,0.16845,-0.026114,-0.012488,-0.12204,-0.076869,-0.018616,-0.025141,-0.056845,-0.0391,-0.098282,-0.00055343,-0.079316,-0.030919,-0.019862,-0.069451,-0.082061,-0.00055343,-0.1339,-0.027368,-0.097959,-0.00055343,-0.025141,-0.097596,-0.017996,-0.017996,-0.010629,-0.019862,-0.012488,0.18076,0.12495,-0.019862,0.18072,0.1571,-0.00054304,0.13643,0.062562,-0.030919,-0.029368,-0.089515,-0.01613,-0.089515,-0.097586,0.15077,-0.029368,-0.012488,-0.054494,0.18277,-0.033991,-0.012488,-0.026609,-0.01923,-0.13638,0.16667,0.048967,-0.097763,0.13836,-0.15186,0.10172
0.0093775,0.017287,0.0056408,-0.19853,-0.20204,0.16113,-0.023873,0.051239,-0.017697,0.10814,0.10629,0.1905,0.0058888,-0.073108,0.0039146,-0.02969,0.156,0.0041475,-0.0079062,-0.00094991,0.0090291,0.0009449,-0.031608,0.1547,0.11009,0.15298,-0.094485,0.015663,0.012706,-0.027005,-0.16262,-0.19457,0.2062,0.0039146,0.014214,0.00098132,0.0039146,0.014034,-0.19419,0.025531,0.1905,0.0056408,-0.022257,0.1547,-0.031608,0.1547,-0.12255,-0.022241,0.014085,0.00096262,0.11111,0.156,0.1547,-0.19245,0.0041475,-0.023873,0.0039146,-0.17374,-0.086758,0.012181,-0.022984,-0.065135,0.054272,0.15765,0.0056408,0.13136,0.04205,0.017287,0.1072,0.11558,0.0056408,-0.19245,-0.025019,-0.12255,0.0056408,-0.022984,-0.12209,0.015663,0.015663,0.0033317,0.017287,0.0039146,0.01443,0.0039523,0.017287,0.01403,0.0095902,0.0055348,-0.0064171,0.010453,0.04205,-0.034885,0.1547,0.014039,0.1547,-0.12118,0.0092034,-0.034885,0.0039146,-0.062441,0.066113,-0.025151,0.0039146,-0.031608,0.012583,-0.19601,-0.00095322,-0.0035914,0.15681,-0.00081473,0.24321,-0.010975
-0.020569,0.0066347,0.0057938,-0.1347,-0.13709,-0.029189,0.03731,-0.0030307,0.012306,-0.017805,-0.0175,-0.043698,0.0060485,0.14196,0.26815,0.0086239,-0.028259,-0.023871,-0.024063,-0.022155,-0.010972,-0.023147,0.0091807,-0.035487,-0.018127,-0.027288,0.14795,0.0060113,0.012465,0.0020835,-0.027401,-0.15704,-0.04202,0.26815,-0.02924,-0.024039,0.26815,-0.026125,-0.13071,-0.035798,-0.043698,0.0057938,0.034785,-0.035487,0.0091807,-0.035487,0.099738,0.19985,-0.026221,-0.023581,-0.018295,-0.028259,-0.035487,-0.15534,-0.023871,0.03731,0.26815,-0.12556,0.14422,0.01195,0.035921,0.13069,-0.0030448,-0.028558,0.0057938,-0.025445,-0.0046073,0.0066347,-0.01765,-0.0089229,0.0057938,-0.15534,0.039102,0.099738,0.0057938,0.035921,0.099368,0.0060113,0.0060113,0.22822,0.0066347,0.26815,-0.029685,-0.017793,0.0066347,-0.02935,-0.02438,0.005685,-0.015985,-0.01259,-0.0046073,0.010133,-0.035487,0.005388,-0.035487,0.10248,-0.023396,0.010133,0.26815,0.12529,-0.056746,0.22599,0.26815,0.0091807,0.012344,-0.15821,-0.022232,-0.02559,-0.028407,-0.017841,-0.043804,-0.029935
-0.0068981,0.0057447,-0.0051852,0.065269,0.066424,-0.0077129,0.35823,0.0015185,-0.065593,-0.0037486,-0.0036844,-0.014462,-0.0054132,0.15505,-0.060576,-0.077763,-0.0074671,-0.0077312,-0.0089209,-0.0072319,-0.0038963,-0.0075074,-0.082784,-0.011745,-0.0038164,-0.0064182,0.11976,0.005205,0.0093859,-0.0030938,-0.10896,-0.099959,-0.012547,-0.060576,-0.0098502,-0.0077968,-0.060576,-0.0088759,0.062078,-0.021505,-0.014462,-0.0051852,0.33399,-0.011745,-0.082784,-0.011745,-0.041235,-0.10912,-0.0089085,-0.0076482,-0.0038518,-0.0074671,-0.011745,-0.098873,-0.0077312,0.35823,-0.060576,-0.084858,0.15781,0.0089984,0.34489,-0.005239,0.0017269,-0.0075461,-0.0051852,-0.007266,-0.00022761,0.0057447,-0.0037161,0.0028402,-0.0051852,-0.098873,0.37543,-0.041235,-0.0051852,0.34489,-0.041083,0.005205,0.005205,-0.051555,0.0057447,-0.060576,-0.01,-0.0057396,0.0057447,-0.0098519,-0.0080671,-0.0050878,-0.0050491,-0.0044332,-0.00022761,-0.091368,-0.011745,0.0046653,-0.011745,-0.074521,-0.0077417,-0.091368,-0.060576,-0.0050223,0.0031816,-0.12339,-0.060576,-0.082784,0.0092952,-0.1007,-0.0072572,-0.0094659,-0.0075062,-0.0055899,-0.011103,-0.011048
-0.1596,-0.021904,-3.7927e-05,8.6825e-05,8.8361e-05,0.01134,9.8238e-05,-0.0017555,-8.046e-05,-0.0059588,-0.0058567,0.02061,-3.9595e-05,0.00015176,7.459e-05,-5.6332e-05,0.010979,0.14213,0.00054906,0.19787,-0.26595,0.19822,-5.997e-05,0.016737,-0.0060665,-0.00095236,0.0001184,-0.019846,-0.022198,2.3588e-05,6.2288e-05,4.4014e-05,0.006469,7.459e-05,-0.24598,0.20586,7.459e-05,-0.29802,6.6155e-05,8.3485e-05,0.02061,-3.7927e-05,9.159e-05,0.016737,-5.997e-05,0.016737,0.000139,6.0338e-06,-0.29912,0.20194,-0.0061227,0.010979,0.016737,4.3536e-05,0.14213,9.8238e-05,7.459e-05,4.5196e-05,0.0001645,-0.021281,9.4579e-05,0.00011251,-0.0022644,0.011095,-3.7927e-05,0.016656,-0.010565,-0.021904,-0.0059071,-0.018334,-3.7927e-05,4.3536e-05,0.00010296,0.000139,-3.7927e-05,9.4579e-05,0.00013848,-0.019846,-0.019846,6.3483e-05,-0.021904,7.459e-05,-0.24973,0.06836,-0.021904,-0.22327,-0.085945,-3.7215e-05,0.34792,-0.28101,-0.010565,-6.6188e-05,0.016737,-0.017788,0.016737,0.00010081,-0.082478,-6.6188e-05,7.459e-05,0.00010786,5.3709e-05,6.8232e-06,7.459e-05,-5.997e-05,-0.021983,4.4342e-05,0.19856,0.0088165,0.011036,0.28829,0.010138,-0.011332
