-0.038512,-0.21673,-0.077024,-0.043484,-0.23634,-0.043484,-0.031992,-0.35996,-0.043484,-0.036122,-0.068114,-0.038512,-0.063984,0.86051,-0.038512
-0.15936,0.76284,-0.31873,0.15305,-0.24707,0.15305,-0.13239,-0.027721,0.15305,0.12714,-0.0052455,-0.15936,-0.26477,0.066268,-0.15936
0.72897,-0.16091,0.031475,0.2563,-0.35879,0.2563,-0.052299,0.28231,0.2563,0.1375,0.019832,0.015737,-0.1046,0.052351,0.015737
-0.13072,-0.18413,-0.28913,0.8936,0.15544,-0.1064,0.03704,-0.086214,-0.1064,-0.063743,-0.0053353,0.018866,0.07408,-0.031602,0.018866
0.34535,0.28699,0.20243,0.072881,0.79595,0.072881,-0.041626,-0.048158,0.072881,0.040824,-0.017896,-0.029531,-0.083252,0.30529,-0.029531
-0.13072,-0.18413,-0.28913,-0.1064,0.15544,0.8936,0.03704,-0.086214,-0.1064,-0.063743,-0.0053353,0.018866,0.07408,-0.031602,0.018866
0.033727,0.13477,0.037865,0.026262,-0.056666,0.026262,0.9843,-0.0047041,0.026262,0.016886,-0.0030858,-0.013753,-0.031397,0.058785,-0.013753
0.00092917,-0.016085,-0.5197,-0.17194,0.14054,-0.17194,0.035548,0.72929,-0.17194,-0.1034,-0.03366,0.0016371,0.071096,0.26683,0.0016371
-0.13072,-0.18413,-0.28913,-0.1064,0.15544,-0.1064,0.03704,-0.086214,0.8936,-0.063743,-0.0053353,0.018866,0.07408,-0.031602,0.018866
-0.0558,-0.1423,-0.16704,-0.067572,0.09686,-0.067572,0.024899,-0.053963,-0.067572,0.95866,-0.003624,0.01454,0.049798,-0.013619,0.01454
0.023687,0.0017029,-0.065761,-0.023263,0.012223,-0.023263,0.004112,-0.043361,-0.023263,-0.014395,0.99399,-0.00019445,0.0082239,0.056117,-0.00019445
-0.014486,0.15111,-0.03075,0.0098879,-0.034543,0.0098879,-0.012772,-0.024088,0.0098879,0.0082139,-0.004558,0.98463,-0.025544,0.057583,-0.015375
0.067453,0.26954,0.075731,0.052523,-0.11333,0.052523,-0.031397,-0.0094081,0.052523,0.033772,-0.0061717,-0.027507,0.93721,0.11757,-0.027507
-0.51128,-0.064319,0.53698,0.21026,-0.024814,0.21026,-0.02837,0.47688,0.21026,0.13523,0.072672,0.0070037,-0.05674,0.24031,0.0070037
-0.014486,0.15111,-0.03075,0.0098879,-0.034543,0.0098879,-0.012772,-0.024088,0.0098879,0.0082139,-0.004558,-0.015375,-0.025544,0.057583,0.98463
