-0.04248,-0.62524,0.072599,-0.079118,-0.072599,6.0235e-05,0.12537,0.079047,0.11951,-0.087523,0.73259,6.5004e-05,-0.099369
-0.10095,-0.21388,-0.1719,0.18734,0.1719,-0.31901,0.5957,0.18784,0.284,0.20724,-0.2459,-0.34427,0.23529
-0.19043,0.72618,-0.0075996,0.013608,0.12622,-0.14213,0.1725,0.057642,0.23472,0.021354,0.55637,-0.02831,0.032272
0.1758,-0.0048568,0.088683,0.96467,-0.026053,0.046653,-0.085938,-0.024907,-0.029395,-0.038732,0.11051,0.05735,-0.043525
0.20112,-0.08715,-0.021734,-0.03763,0.9591,0.063741,-0.1073,-0.031965,-0.056591,-0.04198,0.049911,0.061785,-0.048111
-0.34875,0.009108,0.023306,0.058909,0.06281,0.89212,0.19282,0.060587,0.10296,0.065652,-0.040531,-0.1068,0.075156
0.62594,0.13036,-0.021223,-0.099501,-0.10404,0.19045,0.64758,-0.11375,-0.1885,-0.11078,0.030359,0.19153,-0.12667
0.20079,0.063881,-0.029141,-0.029557,-0.03349,0.062574,-0.11685,0.96133,-0.066722,-0.03305,-0.019418,0.060526,-0.037973
0.35523,-0.010712,-0.17784,-0.051447,-0.072679,0.12177,-0.21358,-0.07028,0.86069,-0.058324,-0.096171,0.1034,-0.068016
0.19668,-0.0099539,0.092392,-0.039374,-0.029761,0.052769,-0.096643,-0.028058,-0.034158,0.9568,0.1194,0.06395,-0.048602
-0.0064279,0.011217,0.94734,-0.051375,0.054742,-0.075006,0.10894,0.053669,0.21334,-0.051188,-0.15706,0.031102,-0.050926
-0.33258,-0.081112,-0.088242,0.057844,0.049098,-0.093405,0.1768,0.055365,0.078543,0.063769,-0.10037,0.89482,0.072119
0.22611,-0.017138,0.097619,-0.04507,-0.034989,0.061389,-0.11173,-0.032498,-0.040872,-0.049506,0.13192,0.073252,0.94424
