-0.047718,-0.058897,-0,0.091378,0.016569,0.013192,-0.46077,-0.016569,0.86258,-0.080615,-0.058897,0.097044,-0.097184
0.51107,0.13046,-0,-0.40189,0.2791,0.22222,-0.47667,-0.2791,-0.15054,0.17857,0.13046,-0.21496,-0.10054
0.71987,-0.33191,-0,0.059582,-0.13192,-0.040351,0.44172,0.13192,0.28654,0.0018644,-0.0095816,-0.21363,0.093166
0.24352,0.32852,0.081244,0.8717,0.09094,0.067151,-0.14307,-0.09094,-0.12664,0.057463,0.042871,-0.051999,-0.030177
-0.093699,-0.28542,-0.081244,0.094687,0.92434,-0.054987,0.16057,0.075661,0.030564,-0.038495,-0.029013,0.029165,0.033867
-0.12117,-0.20579,0,0.071536,-0.051708,0.95883,0.099272,0.051708,0.0057998,-0.03077,-0.022481,0.037041,0.020938
-0.051083,0.70639,0,-0.17563,0.1608,0.12803,0.51555,-0.1608,0.3361,0.058623,0.04283,-0.07057,-0.10218
0.093699,0.28542,0.081244,-0.094687,0.075661,0.054987,-0.16057,0.92434,-0.030564,0.038495,0.029013,-0.029165,-0.033867
0.0069666,-0.07099,0.97493,-0.061832,0.063113,-0.012815,0.04925,-0.063113,0.01433,0.033897,0.035434,0.16529,0.010388
-0.13372,-0.12295,-0.040622,0.055222,-0.036387,-0.026344,0.040447,0.036387,0.089814,0.97379,-0.01959,0.022959,0.0085309
-0.089814,-0.09346,-0.040622,0.040997,-0.028028,-0.019688,0.034385,0.028028,0.068754,-0.019125,0.98558,0.014436,0.0072523
0.31314,0.077845,-0.16249,-0.053881,0.015915,0.023183,0.044685,-0.015915,-0.047546,0.031941,0.021557,0.9272,0.0094247
-0.010774,0.14899,0,-0.037044,0.033916,0.027004,-0.10218,-0.033916,0.07089,0.012365,0.0090335,-0.014884,0.97845
