0.19309,-0.16733,0.077277,-0.16016,-0.23539,-0.13238,-0.016033,0.11584,-0.39923,0.2639,0.12228,0.56873,-0.17223,0.2639,-0.24345,0.14286,-1.4194e-16,0.2639,-0.02086
-0.15531,-0.21327,0.30342,0.12882,-0.30002,-0.16872,0.2881,0.14764,-0.25188,-0.21226,-0.098352,0.016464,-0.21951,-0.21226,0.40996,0.18208,-7.8788e-17,-0.21226,0.37482
-0.1207,-0.12023,-0.14291,0.19215,0.31941,0.15644,0.035253,-0.020697,0.31528,0.082643,-0.1442,0.59511,0.054623,0.082643,0.45472,0.03179,-0.27884,0.082643,0.045865
0.24293,-0.034801,0.13728,0.93251,-0.024801,-0.010312,-0.054363,-0.0091907,-0.048673,0.048616,0.051132,-0.038253,0.0099259,0.048616,-0.16317,-0.020319,0.04371,0.048616,-0.070728
-0.052672,-0.2423,0.41654,-0.073219,0.81124,-0.098884,0.026761,0.050101,-0.21263,-0.0045255,0.055116,-0.073133,-0.081967,-0.0045255,-0.13185,0.043819,0.087421,-0.0045255,0.034816
-0.036643,-0.14261,0.21347,-0.037118,-0.10176,0.94641,0.017062,0.028684,-0.11535,-0.0014259,0.027946,-0.028336,-0.046385,-0.0014259,-0.063793,0.02639,0.04371,-0.0014259,0.022198
0.26588,0.1141,-0.07404,-0.027807,0.076198,0.042852,0.93138,-0.037499,0.067764,0.045817,0.021229,-0.014633,0.055752,0.045817,-0.093496,-0.046246,9.5375e-18,0.045817,-0.089275
0.067243,0.15659,-0.082686,0.012141,0.067043,0.036795,-0.02501,0.97236,0.07976,-0.004359,-0.0091713,-0.039295,0.042035,-0.004359,0.0039333,-0.031846,-0.010928,-0.004359,-0.032538
0.063132,-0.36723,0.40819,-0.10158,-0.20096,-0.10575,0.0073397,0.056105,0.75119,0.042209,0.07677,-0.00096895,-0.090894,0.042209,-0.18787,0.051223,0.087421,0.042209,0.0095491
-0.27941,0.1666,0.13153,0.041316,-0.034747,-0.017724,0.054939,0.0064019,0.0074237,0.90063,-0.031739,-0.15719,-0.011388,-0.099368,0.090563,0.0034031,0.021855,-0.099368,0.071478
-0.18471,0.027253,-0.10257,0.051087,0.018461,0.0076553,0.041287,0.006962,0.036704,-0.037237,0.96129,0.027824,-0.0075469,-0.037237,0.12346,0.015324,-0.032783,-0.037237,0.053715
-0.06828,0.66811,0.48123,-0.015372,-0.01314,0.003517,-0.024175,-0.057721,0.070104,-0.16242,0.010559,0.42784,0.074602,-0.16242,-0.11161,-0.098138,0.13113,-0.16242,-0.031453
-0.092756,-0.2263,0.14431,-0.022226,-0.1042,-0.05678,0.035115,0.040578,-0.12293,0.00533,0.016773,0.045268,0.9378,0.00533,-0.016499,0.045552,0.021855,0.00533,0.045686
-0.27941,0.1666,0.13153,0.041316,-0.034747,-0.017724,0.054939,0.0064019,0.0074237,-0.099368,-0.031739,-0.15719,-0.011388,0.90063,0.090563,0.0034031,0.021855,-0.099368,0.071478
0.6027,0.0797,0.27493,-0.14525,-0.0049148,0.0054162,-0.14482,-0.045722,-0.044836,0.098515,0.11001,-0.14939,0.059566,0.098515,0.62487,-0.076602,0.098348,0.098515,-0.18842
0.10028,0.20881,-0.050619,0.0049411,0.071827,0.040394,-0.035815,-0.035347,0.087918,-0.0081414,-0.0037723,-0.080075,0.052554,-0.0081414,-0.020744,0.95641,-1.6948e-18,-0.0081414,-0.046597
-0.084419,-0.076309,-0.24985,0.048809,0.052809,0.024246,0.024189,0.0061053,0.050827,0.013455,-0.036675,0.1538,-0.0034691,0.013455,0.12452,0.021006,0.93443,0.013455,0.031471
-0.27941,0.1666,0.13153,0.041316,-0.034747,-0.017724,0.054939,0.0064019,0.0074237,-0.099368,-0.031739,-0.15719,-0.011388,-0.099368,0.090563,0.0034031,0.021855,0.90063,0.071478
0.34592,0.14845,-0.096328,-0.036177,0.099136,0.055752,-0.089275,-0.048787,0.088164,0.059609,0.02762,-0.019038,0.072536,0.059609,-0.12164,-0.060167,1.2409e-17,0.059609,0.88385
