-0.056817,-0.23599,0.94396,-0.056817,-0.056817,-0.047198,-0.056817,-0.056817,-0.094396,-0.12471,-0.041571,-0.047198,-0.056817,-0.056817
-0.28084,0.88003,0.25085,-0.015098,-0.015098,0.076653,-0.015098,-0.015098,0.15331,0.20254,0.078148,0.076653,-0.015098,-0.015098
-0.058114,-0.24192,0.051909,-0.0031244,-0.0031244,0.36469,-0.0031244,-0.0031244,0.72939,-0.064094,0.365,0.36469,-0.0031244,-0.0031244
-0.056817,-0.012687,0.050749,0.99695,-0.0030546,-0.0025375,-0.0030546,-0.0030546,-0.0050749,-0.0067049,-0.002235,-0.0025375,-0.0030546,-0.0030546
-0.056817,-0.012687,0.050749,-0.0030546,0.99695,-0.0025375,-0.0030546,-0.0030546,-0.0050749,-0.0067049,-0.002235,-0.0025375,-0.0030546,-0.0030546
-0.35825,-0.083529,-0.05769,-0.01926,-0.01926,0.84114,-0.01926,-0.01926,-0.31771,-0.028154,-0.15695,-0.15886,-0.01926,-0.01926
-0.056817,-0.012687,0.050749,-0.0030546,-0.0030546,-0.0025375,0.99695,-0.0030546,-0.0050749,-0.0067049,-0.002235,-0.0025375,-0.0030546,-0.0030546
-0.056817,-0.012687,0.050749,-0.0030546,-0.0030546,-0.0025375,-0.0030546,0.99695,-0.0050749,-0.0067049,-0.002235,-0.0025375,-0.0030546,-0.0030546
0.7165,0.16706,0.11538,0.038521,0.038521,0.31771,0.038521,0.038521,-0.36457,0.056308,0.3139,0.31771,0.038521,0.038521
-0.02735,-0.24846,0.062945,-0.0014704,-0.0014704,-0.0012215,-0.0014704,-0.0014704,-0.0024429,0.9662,-0.0010758,-0.0012215,-0.0014704,-0.0014704
-0.35262,-0.082273,-0.062715,-0.018958,-0.018958,-0.15861,-0.018958,-0.018958,-0.31721,-0.02749,0.84327,-0.15861,-0.018958,-0.018958
-0.35825,-0.083529,-0.05769,-0.01926,-0.01926,-0.15886,-0.01926,-0.01926,-0.31771,-0.028154,-0.15695,0.84114,-0.01926,-0.01926
-0.056817,-0.012687,0.050749,-0.0030546,-0.0030546,-0.0025375,-0.0030546,-0.0030546,-0.0050749,-0.0067049,-0.002235,-0.0025375,0.99695,-0.0030546
-0.056817,-0.012687,0.050749,-0.0030546,-0.0030546,-0.0025375,-0.0030546,-0.0030546,-0.0050749,-0.0067049,-0.002235,-0.0025375,-0.0030546,0.99695
