17.4138,10.2394,14.6156
NaN,NaN,NaN
NaN,NaN,NaN
6.139210670267939,6.902916944,0.63412913
NaN,NaN,NaN
5.700039,4.75,3.149995
3.3499999999999996,2.999999999999999,2.05
2.7499999999999996,0.55,0.526219
4.299999999999999,2.5999999999999996,7.723750018839999E-298
10.0,10.000000000001348,4.018844
2.753,19.999,1.9175600000000002
9.400000000000002,5.45,1.15
NaN,NaN,NaN
4.000000129215,13.631879,4.87715
3.2691999999999997,20.0,20.0
NaN,NaN,NaN
1.92116E-47,20.0,20.0
NaN,NaN,NaN
18.8716,0.027932,0.0040094
20.0,20.0,1.96882
